label,cityLabel,countryLabel
貝爾燈塔,Bell Rock Lighthouse,United Kingdom
怡安中心,Aon Center,United States of America
大象塔,Torre dell'Elefante,Italy
七美嶼燈塔,Qimei Lighthouse,Taiwan
圭尼吉塔,Guinigi Tower,Italy
卡尔门,Karlstor,Germany
尖沙咀鐘樓,Clock Tower,People's Republic of China
東望洋燈塔,Guia Lighthouse,People's Republic of China
浮屠,Q6761682,South Korea
阿度魯燈塔,Cap d’Artrutx Lighthouse,Spain
吉安费格利阿奇塔楼,Torre dei Gianfigliazzi,Italy
麥覺理燈塔,Macquarie Lighthouse,Australia
普兰迪帕特塔,Q3995386,Italy
阿佐圭迪塔,Q3995338,Italy
加洛佩灯塔,La Garoupe lighthouse,France
火地群島燈塔,Les Eclaireurs Lighthouse,Argentina
白塔 (纽伦堡),Q2557138,Germany
时钟塔 (卢卡),"Torre delle Ore, Lucca",Italy
福尔泰圭里塔,Torre dei Forteguerri,Italy
博洛尼亚双塔,Two Towers,Italy
佩拉赫塔,Perlachturm,Germany
灯笼塔,Lighthouse of Genoa,Italy
淚塔,Schreierstoren,Netherlands
圣玛丽灯塔,Phare de Sainte Marie,France
朗贝尔蒂塔,Torre dei Lamberti,Italy
三貂角燈塔,Cape San Diego Lighthouse,Taiwan
殘波岬燈塔,Zanpa Misaki Park,Japan
格拉努斯塔,Granus Tower,Germany
卡拉奥拉塔,Calahorra Tower,Spain
晃塔,Monar Jonban,Iran
达拉哈拉,Dharahara,Nepal
黄金塔,Torre del Oro,Spain
艾密麗梅爾傳輸站,Emley Moor transmitting station,United Kingdom
呂訥堡水塔,Lüneburg Water Tower,Germany
恺撒塔,César tower,France
龟塔,Turtle Tower,Vietnam
高雄燈塔,Cihou Lighthouse,Taiwan
東引島燈塔,Dongyong Lighthouse,Taiwan
吉拉達,Giralda,Spain
橫瀾燈塔,Waglan Lighthouse,People's Republic of China
小青岛灯塔,Xiao Qingdao Lighthouse,People's Republic of China
格拉茨鐘樓,Q353239,Austria
达·伽马塔,Vasco da Gama Tower,Portugal
苏尤姆别卡塔,Söyembikä Tower,Russia
曼吉亚塔楼,Torre del Mangia,Italy
鼻頭角燈塔,Bitoujiao Lighthouse,Taiwan
圣约翰门,Gate of Saint John,Switzerland
華沙電台廣播塔,Warsaw radio mast,Poland
浦尔契塔楼,Torre dei Pulci,Italy
努角,Cap de la Nau,Spain
比萨拉塔,Torre Bissara,Italy
阿爾伯特紀念時鐘塔,"Albert Memorial Clock, Belfast",United Kingdom
圣女贞德塔,Q3492478,France
久六島燈塔,Q10877671,Japan
瑪格麗特堡壘,Paks Margareeta,Estonia
巴庫少女塔,Maiden Tower,Azerbaijan
帕尼翁,Rumeli Feneri,Turkey
万加塔,Q22222877,Italy
愛因斯坦塔,Einstein Tower,Germany
納提角燈塔,Punta Nati Lighthouse,Spain
鯉魚門燈塔,Q10566970,People's Republic of China
泰坦尼克号纪念灯塔,Titanic Memorial,United States of America
斯巴伦门,Gate of Spalen,Switzerland
森德灵门,Sendlinger Tor,Germany
卡普尔岛灯塔,Capul Island Lighthouse,Philippines
圣庞加爵塔,Torre di San Pancrazio,Italy
奇萊鼻燈塔,Cilaibi Lighthouse,Taiwan
老城桥塔,Q445762,Czech Republic
日月潭燈杆,Q11086168,Taiwan
阿格巴塔,Agbar tower,Spain
出雲日御碕燈塔,Hinomisaki Lighthouse,Japan
大时钟,Gros Horloge,France
皮尔苏姆灯塔,Pilsum Lighthouse,Germany
阿塞拜疆塔,Azerbaijan Tower,Azerbaijan
Pointe du Grouin du Cou燈塔,Pointe du Grouin du Cou lighthouse,France
富貴角燈塔,Fugueijiao Lighthouse,Taiwan
宗谷岬燈塔,Sōyamisaki Lighthouse,Japan
中江塔,Zhongjiang Pagoda,People's Republic of China
哈克尼斯塔,Harkness Tower,United States of America
加萊燈塔,Calais Lighthouse,France
海布蘭迪塔,Gerbrandy Tower,Netherlands
阿尔贝蒂塔,Torre degli Alberti,Italy
博讷钟楼,Q3533576,France
好人菲利普塔,Q3533156,France
查理曼塔,Q3533046,France
比萨斜塔,Leaning Tower of Pisa,Italy
增毛燈塔,Q10931235,Japan
舊門,Old Gate,Germany
马蹄礁灯塔,Matijiao Lighthouse,People's Republic of China
圆塔,Rundetaarn,Denmark
淡水港燈塔,Q21041640,Taiwan
北渔山灯塔,Q15956054,People's Republic of China
鱼腥脑岛灯塔,Q15955140,People's Republic of China
苏公塔,Emin Minaret,People's Republic of China
阿塞洛米塔爾軌道塔,ArcelorMittal Orbit,United Kingdom
東方明珠廣播電視塔,Oriental Pearl Tower,People's Republic of China
科伊特塔,Coit Tower,United States of America
加拿大國家電視塔,CN Tower,Canada
觀瀑塔,Skylon Tower,Canada
烏坵嶼燈塔,Wuqiu Lighthouse,Taiwan
綠島燈塔,Lyudao Lighthouse,Taiwan
芳苑燈塔,Fangyuan Lighthouse,Taiwan
东门灯塔,Dongmen Lighthouse,People's Republic of China
柏林电视塔,Fernsehturm Berlin,Germany
英國電信塔,BT Tower,United Kingdom
俾斯麦塔,"Bismarck Tower, Zielona Góra",Poland
橫濱海洋塔,Yokohama Marine Tower,Japan
图尔奈钟楼,Belfry of Tournai,Belgium
塔维拉塔,Torre Tavira,Spain
乔托钟楼,Giotto's Campanile,Italy
神戶港塔,Kobe Port Tower,Japan
白节山灯塔,Q17038951,People's Republic of China
三仙台燈杆,Q28408941,Taiwan
球子山燈塔,Q17060311,Taiwan
今津燈塔,Q17193561,Japan
鸽点灯塔,Pigeon Point Lighthouse,United States of America
硇洲灯塔,Q17066691,People's Republic of China
马纳拉钟楼,Manara Clock Tower,Palestinian territories
馬里博爾水塔,"Water Tower, Maribor",Slovenia
新橋,Most Slovenského národného povstania,Slovakia
根特钟楼,Belfry of Ghent,Belgium
七里屿灯塔,Q17006047,People's Republic of China
白塔,White Tower,United Kingdom
助役邸,"Schepenhuis, Aalst",Belgium
敦刻尔克钟楼,Belfry of Dunkirk,France
大公岛灯塔,Q28840000,People's Republic of China
別府塔,Beppu Tower,Japan
襟裳岬燈塔,Q11627029,Japan
中央广播电视塔,China Central Television Tower,People's Republic of China
鵝鑾鼻燈塔,Eluanbi Lighthouse,Taiwan
东京晴空树,Tokyo Skytree,Japan
高美燈塔,Gaomei Lighthouse,Taiwan
蓬莱阁,Penglai Pavilion,People's Republic of China
白沙岬燈塔,Baishajia Lighthouse,Taiwan
太東埼燈塔,Q17224816,Japan
燈籠洲燈塔,Tang Lung Chau Lighthouse,People's Republic of China
柏林無線電塔,Funkturm Berlin,Germany
安特卫普市政厅,Antwerp City Hall,Belgium
布鲁塞尔市政厅,Brussels Town Hall,Belgium
杜埃钟楼,Belfry of Douai,France
琉球嶼燈塔,Liuchiu Yu Lighthouse,Taiwan
光之塔,Tower of Light,Taiwan
东京铁塔,Tokyo Tower,Japan
阳关,Yangguan,People's Republic of China
布拉尼克山,Blaník,Czech Republic
御前埼燈塔,Omaezaki Lighthouse,Japan
稚內燈塔,Wakkanai Lighthouse,Japan
花咲燈塔,Hanasaki Lighthouse,Japan
青洲燈塔,Green Island Lighthouse,People's Republic of China
教士教堂,Clérigos Church,Portugal
阿拉斯钟楼,Belfry of Arras,France
威克洛角,Wicklow Head,Ireland
首爾塔,N Seoul Tower,South Korea
中原福塔,Zhongyuan Tower,People's Republic of China
俾斯麦塔,Szczecin Bismarck tower,Poland
敦刻尔克市政厅,Dunkirk city hall,France
同溫層酒店,Stratosphere Las Vegas,United States of America
芝加哥水塔,Chicago Water Tower,United States of America
波尔多大钟门,The big bell of Bordeaux,France
福浦燈塔,Q11593985,Japan
安平燈塔。,Anping Lighthouse,Taiwan
半洋礁灯塔,Q17022186,People's Republic of China
太空針塔,Space Needle,United States of America
蘭嶼燈塔,Lanyu Lighthouse,Taiwan
康布雷钟楼,Belfry of Cambrai,France
斯賓納克塔,Spinnaker Tower,United Kingdom
广州塔,Canton Tower,People's Republic of China
美保關燈塔,Mihonoseki Lighthouse,Japan
鸡骨礁灯塔,Jigujiao Lighthouse,People's Republic of China
卡巴利燈塔,Far de Cavalleria,Spain
布萊頓鐘樓,Clock Tower,United Kingdom
维多利亚剧院及音乐会堂,Victoria Theatre and Concert Hall,Singapore
布萊克浦爾塔,Blackpool Tower,United Kingdom
小龟山灯塔,Q15956249,People's Republic of China
贾姆尖塔,Minaret of Jam,Afghanistan
里尔钟楼,Belfry of Lille,France
科林斯街120號,120 Collins Street,Australia
塭港堆燈塔,Q15921636,Taiwan
花鸟灯塔,Q15915587,People's Republic of China
目斗嶼燈塔,Mudouyu Lighthouse,Taiwan
漁翁島燈塔,Yuwengdao Lighthouse,Taiwan
太平山灯塔,Q15951356,People's Republic of China
斯巴斯克塔,Spasskaya Tower,Russia
金門,Golden Gate,Russia
游内山灯塔,Ju-Nui-San Lighthouse,People's Republic of China
顾特卜塔,Qutb Minar,India
卡加利塔,Calgary Tower,Canada
东亭山灯塔,Q15955834,People's Republic of China
洛伽山灯塔,Q15941576,People's Republic of China
歐洲之桅,Euromast,Netherlands
斯德哥爾摩電視塔,Kaknästornet,Sweden
基希涅夫水塔,Water Tower of Chișinău,Moldova
東莒島燈塔,Dongquan Lighthouse,Taiwan
悉尼塔,Sydney Tower,Australia
耶尔德兹钟楼,Yıldız Clock Tower,Turkey
札幌市鐘樓,Sapporo Clock Tower,Japan
奈斯勒塔,Tour de Nesle,France
塞萨洛尼基白塔,White Tower of Thessaloniki,Greece
新港燈杆,Q25374459,Taiwan
布鲁日钟楼,belfry of Bruges,Belgium
贝伦塔,Belém Tower,Portugal
奧斯坦金諾電視塔,Ostankino Tower,Russia
奈斯勒塔,Tour de Nesle,Kingdom of France
布料厅,"Cloth Hall, Ypres",Belgium
那慕尔钟楼,Belfry of Namur,Belgium
釣魚台燈塔,Uotsuri Lighthouse,Japan
京都塔,Kyoto Tower,Japan
哈利法克斯鐘樓,Halifax Town Clock,Canada
南洋华侨中学钟楼,The Chinese High School Clock Tower Building,Singapore
斯圖加特電視塔,Fernsehturm Stuttgart,Germany
城市塔,Campanone (Bergamo),Italy
通天閣,Tsūtenkaku,Japan
知床岬燈塔,Shiretokomisaki lighthouse,Japan
佩特任瞭望塔,Petřín Lookout Tower,Czech Republic
白银塔,Torre de la Plata,Spain
法巴特燈塔,Favàritx Lighthouse,Spain
比耶亞爾塔,Birger Jarls tower,Sweden
多爾瑪巴赫切鐘樓,Dolmabahçe Clock Tower,Turkey
艾菲爾鐵塔,Eiffel Tower,France
分割點燈塔,Split Point Lighthouse,Australia
旧关仔角钟楼,Jubilee Clock Tower,Malaysia
弗罗茨瓦夫水塔,Wrocław water tower,Poland
聖瑪莉燈塔,St. Mary's Lighthouse,United Kingdom
朝连岛灯塔,Chaoliandao Lighthouse,People's Republic of China
北京钟楼,Beijing Bell tower,People's Republic of China
茲科夫電視塔,Žižkov Television Tower,Czech Republic
天津广播电视塔,Tianjin Radio and Television Tower,People's Republic of China
福岡塔,Fukuoka Tower,Japan
土魯斯水塔,Château d'eau,France
鐘樓 (川越市),"Toki no Kane, Kawagoe",Japan
基輔電視塔,Kiev TV Tower,Ukraine
四川广播电视塔,West Pearl Tower,People's Republic of China
葉里溫電視塔,Yerevan TV Tower,Armenia
卡姆濟庫電視塔,Kamzík TV Tower,Slovakia
富維耶山鐵塔,Metallic tower of Fourvière,France
巴格达塔,Baghdad Tower,Iraq
千葉港塔,Chiba Port Tower,Japan
歐羅巴塔,Europaturm,Germany
WITI電視塔,WITI TV Tower,United States of America
格拉斯哥塔,Glasgow Tower,United Kingdom
西安鼓楼,Drum Tower of Xi'an,People's Republic of China
維爾紐斯電視塔,Vilnius TV Tower,Lithuania
葉卡捷琳堡電視塔,Yekaterinburg TV Tower,Russia
澳門旅遊塔會展娛樂中心,Macau Tower,People's Republic of China
南京鼓楼,Drum Tower of Nanjing,People's Republic of China
澳大利亞電訊塔,Black Mountain Tower,Australia
聖馬可鐘樓,St Mark's Campanile,Italy
城市廣播塔,Radio City Tower,United Kingdom
札幌電視塔,Sapporo TV Tower,Japan
博多港塔,Hakata Port Tower,Japan
塔林電視塔,Tallinn TV Tower,Estonia
大桃子,Peachoid,United States of America
北京鼓楼,Beijing Drum Tower,People's Republic of China
瓦特金塔,Watkin's Tower,United Kingdom
海因里希赫茲塔,Heinrich-Hertz-Turm,Germany
女王塔 (倫敦),Queen's Tower,United Kingdom
莱茵塔,Rheinturm,Germany
天空塔,Sky Tower,New Zealand
辽宁广播电视塔,Liaoning Broadcast and TV Tower,People's Republic of China
大钟亭,Nanjing Bell Tower,People's Republic of China
百老匯塔,Broadway Tower,United Kingdom
锡耶纳主教座堂钟楼,Campanile of the Cathedral of Siena,Italy
特羅爾海坦水塔,Trollhättan Water Tower,Sweden
西安钟楼,Bell Tower of Xi'an,People's Republic of China
江苏南京广播电视塔,Jiangsu Nanjing Broadcast Television Tower,People's Republic of China
卢塞恩水塔,Wasserturm,Switzerland
热泉山塔,Hot Springs Mountain Tower,United States of America
北京奥林匹克塔,Olympic Park Observation Tower,People's Republic of China
阿瓦拉塔,Avala Tower,Serbia
坏死女人门楼,Torre de la Malmuerta,Spain
KVLY電視塔,KVLY-TV mast,United States of America
AT＆T的交換中心,AT&T Switching Center,United States of America
提比里斯電視塔,Tbilisi TV Broadcasting Tower,Georgia
佩洛特的傻瓜塔,Perrott's Folly,United Kingdom
五稜郭塔,Goryōkaku Tower,Japan
名古屋電視塔,Nagoya TV Tower,Japan
青岛电视塔,Qingdao TV Tower,People's Republic of China
