label,cityLabel
苦兒流浪記,Sans Famille
雷普利遊戲 (小說),Ripley's Game
奧蘭多 (英國小說),Orlando: A Biography
心靈鑰匙 (書籍),Extremely Loud and Incredibly Close
2010太空漫遊,2010: Odyssey Two
关于托勒密和哥白尼两大世界体系的对话,Dialogue Concerning the Two Chief World Systems
劍橋哲學辭典,The Cambridge Dictionary of Philosophy
圖案人,The Illustrated Man
超限战,Unrestricted Warfare
阿奇正傳,The Adventures of Augie March
权力的游戏,A Game of Thrones
香格里拉,Shangri-La
内战记,Commentarii de Bello Civili
射鵰英雄傳,The Legend of the Condor Heroes
群 (小說),The Swarm
蝴蝶春夢,The Collector
莫瑞斯,Maurice
情人 (小说),The Lover
末日之旅,The Passage
深夜小狗神秘习题,The Curious Incident of the Dog in the Night-Time
精神现象学,The Phenomenology of Spirit
我的璀璨生涯,My Brilliant Career
海灘 (書籍),The Beach
生於七月四日 (自傳),Born on the Fourth of July
觉醒 (小说),The Awakening
等待野蛮人,Waiting for the Barbarians
我的生活,The Story of My Life
喬治的宇宙尋寶,George's Secret Key to the Universe
國際的猶太人,The International Jew
小酒店,L'Assommoir
布拉格墓園,The Prague Cemetery
記錄的地平線,Log Horizon
无名的裘德,Jude the Obscure
黑塔II 三張預言牌,The Dark Tower II: The Drawing of the Three
女仆的故事,The Handmaid's Tale
哲人言行錄,Lives and Opinions of Eminent Philosophers
梁书,Book of Liang
伊勢物語,The Tales of Ise
大圣经,Great Bible
特纳日记,The Turner Diaries
Gei wei chu sheng de hai zi zuo an xi dao gao,Kaddish for an Unborn Child
广菌谱,Guang junpu
教父的報仇,The Godfather's Revenge
西爾薇與布魯諾,Sylvie and Bruno
化學工程師手冊,Perry's Chemical Engineers' Handbook
小獵犬號航海記,The Voyage of the Beagle
生死疲劳,Life and Death Are Wearing Me Out
重力使命,Mission of Gravity
靈山,Soul Mountain
于丽埃特,Juliette
金田一少年之事件簿,Kindaichi Case Files
英国药典,British Pharmacopoeia
我与你,I and Thou
尤利西斯·摩爾,Ulysses Moore
盲眼刺客,The Blind Assassin
艾德利治的三道印記,The Three Stigmata of Palmer Eldritch
西比歐之夢,Somnium Scipionis
金碗,The Golden Bowl
東海道中膝栗毛,Tōkaidōchū Hizakurige
吹夢巨人,The BFG
世界哺乳动物物种,Mammal Species of the World
公共领域的结构转型,The Structural Transformation of the Public Sphere
火山下,Under the Volcano
精靈守護者,Moribito: Guardian of the Spirit
宮本武藏,Musashi
红高粱家族,Red Sorghum
改變世界的100幅照片,100 Photographs that Changed the World
奧斯特洛聖經,Ostrog Bible
紅杜鵑,Red Azalea
被狙击的学园,Nerawareta Gakuen
魔女宅急便,Kiki's Delivery Service
庭长夫人,La regenta
科勒药用植物,Köhler's Medicinal Plants
謀殺的藝術,On Murder Considered as one of the Fine Arts
被背叛的革命,The Revolution Betrayed
月亮和六便士,The Moon and Sixpence
動物解放,Animal Liberation
先知 (诗歌),The Prophet
大法師 (小說),The Exorcist
恋空,Koizora
日本沉沒,Japan Sinks
人性的枷鎖,Of Human Bondage
造雨人 (小說),The Rainmaker
摩托日记,The Motorcycle Diaries
更級日記,Sarashina Nikki
桃太郎,Momotarō
最後一個影壇大亨,The Love of the Last Tycoon
上海生死劫,Life and Death in Shanghai
看，罗马,Ecce Romani
神諭之夜,Oracle Night
逃避自由,Escape from Freedom
戰地情人 (2001年電影),Captain Corelli's Mandolin
任何一種能夠作為科學出現的未來形而上學導論,Prolegomena to Any Future Metaphysics
浮生六記,Six Records of a Floating Life
波特萊爾大遇險2—可怕的爬蟲屋,The Reptile Room
英國國家處方集,British National Formulary
莫法尼亞,Molvanîa
酒国,The Republic of Wine
魔鬼的法則,The Devil's Star
反基督,The Antichrist
华盛顿广场,Washington Square
鸽之翼,The Wings of the Dove
熊与龙,The Bear and the Dragon
英文連結,A Single Man
中性,Middlesex
人的命运,Man's Fate
惡魔高校D×D,High School DxD
娃娃谷,Valley of the Dolls
通往奴役之路,The Road to Serfdom
大眠,The Big Sleep
心是孤独的猎手,The heart Is a Lonely Hunter
魔山印石,Vampire Mountain
八月之光,Light in August
龐貝 (小說),Pompeii
一課經濟學,Economics in One Lesson
日本药典,Japanese Pharmacopoeia
CAS号,CAS Registry Number
午夜凶鈴 (鈴木光司小説),Ring
万有引力之虹,Gravity's Rainbow
书剑恩仇录,The Book and the Sword
殺人者,The Killers
最高權力,Imperium
海伯利安,Hyperion
星期六 (小說),Saturday
常見錯誤觀念列表,list of common misconceptions
瓶中美人,The Bell Jar
奧特蘭托堡,The Castle of Otranto
範疇篇,Categories
謬誤列表,list of fallacies
雨月物語,Tales of Moonlight and Rain
傻子旅行,The Innocents Abroad
启蒙辩证法,Dialectic of Enlightenment
致死的疾病,The Sickness Unto Death
马尔多罗之歌,Les Chants de Maldoror
封神演义,Fengshen Yanyi
資本主義黑皮書,Le Livre Noir du Capitalisme
越女剑,Sword of the Yue Maiden
"PS, I Love You","PS, I Love You"
帖木爾 (詩),Tamerlane and Other Poems
莫斯可漩渦沉溺記,A Descent into the Maelström
莱博维兹的赞歌,A Canticle for Leibowitz
風之大陸,The Weathering Continent
地海巫師,A Wizard of Earthsea
城市與樑柱,The City and the Pillar
天主教青年教理,Youcat
政治经济学和税收原理,On the Principles of Political Economy and Taxation
鸳鸯刀,Blade-dance of the Two Lovers
辛德勒方舟,Schindler's Ark
玉歷寶鈔,Jade Record
向陰天綻放,Q1275061
英国病人 (小说),The English Patient
情感教育,Sentimental Education
三藏,Tripitaka
碧血剑,Sword Stained with Royal Blood
偶像的黄昏,Twilight of the Idols
急流的春天,Torrents of Spring
午夜情,The Other Side of Midnight
地球戰場,Battlefield Earth
喜福会,The Joy Luck Club
幸運符 (小說),The Lucky One
時空旅人之妻,The Time Traveler's Wife
刺蝟的優雅,The Elegance of the Hedgehog
双螺旋：发现DNA结构的故事,The Double Helix
夏先生的故事,The Story of Mr Sommer
布魯克林的納善先生,The Brooklyn Follies
有閒階級論,The Theory of the Leisure Class
人類理解研究,An Enquiry Concerning Human Understanding
孽海花,Niehai Hua
在轮下,Beneath the Wheel
历史的终结及最后之人,The End of History and the Last Man
窗邊的小荳荳,Totto-Chan: The Little Girl at the Window
回到北風,At the Back of the North Wind
二十年后,Twenty Years After
劍橋中國史,The Cambridge History of China
美國參議院議事規則手冊,Jefferson's Manual
救命飲食:中國健康調查報告,The China Study
聪明的投资者,The Intelligent Investor
波西傑克森—迷宮戰場,The Battle of the Labyrinth
草莓危機,Strawberry Panic!
大盜巴拉巴,Barabbas
美国药典,United States Pharmacopeia
景觀社會,The Society of the Spectacle
大白鯊 (小說),Jaws
失控的總統醜聞,The Brethren
盜賊之王,The Thief Lord
幸运儿吉姆,Lucky Jim
國王的人馬,All the King's Men
索多瑪一百二十天,The 120 Days of Sodomlos 120 dias de sodoma
屬於自己的房間,A Room of One's Own
约翰逊字典,A Dictionary of the English Language
協和書,Book of Concord
愛情磁場》The Rules of Attraction,The Rules of Attraction
數學科學百科全書,Klein's encyclopedia
极权主义的起源,The Origins of Totalitarianism
標準英譯本,English Standard Version
巾幗英雄貞德傳,Personal Recollections of Joan of Arc
如風如雲,"Like the Clouds, Like the Wind"
士兵的重负,The Things They Carried
光明書信集,Risale-i Nur
隨風而逝的記憶,A Wind Named Amnesia
萬延元年的足球隊,The Silent Cry
所羅門的小鑰匙,The Lesser Key of Solomon
圣殿 (小说),Sanctuary
挪威大百科全书,Store norske leksikon
驚魂記 (小說),Psycho
歷史緒論,Muqaddimah
眩暈,Auto-da-Fé
神隱之狼,Ōkami Kakushi
製造共識,Manufacturing Consent: The Political Economy of the Mass Media
绘画论,Codex Urbinas
道德原則研究,An Enquiry Concerning the Principles of Morals
战争论,On War
古籍研究社系列,Hyōka
君吻,KimiKiss
星界的纹章,Crest of the Stars
旧五代史,Old History of the Five Dynasties
解體新書,Kaitai Shinsho
沙多里斯,Sartoris
黑紀元,The Dark Is Rising Sequence
黑塔III 荒原的試煉,The Dark Tower III: The Waste Lands
黑塔VI 蘇珊娜之歌,The Dark Tower VI: Song of Susannah
群鸦的盛宴,A Feast for Crows
世界鳥類手冊,Handbook of the Birds of the World
天使拉結爾之書,Sefer Raziel HaMalakh
蒲公英酒,Dandelion Wine
黑洞、嬰兒宇宙及其他,Black Holes and Baby Universes and Other Essays
低地,Nadirs
女巫前傳,Wicked: The Life and Times of the Wicked Witch of the West
恐惧状态,State of Fear
基督的最後誘惑,The Last Temptation of Christ
猶太百科全書,Encyclopaedia Judaica
极地特快,The Polar Express
圖書館戰爭,Library War
已上漆的房子,A Painted House
強襲魔女,Strike Witches
德語課,The German lesson
格兰特船长的儿女,In Search of the Castaways
蘋果橘子經濟學,Freakonomics
勇者物語,Brave Story
倚天屠龙记,The Heaven Sword and Dragon Saber
神鬼傳承,The Bourne Legacy
馬丁·伊登,Martin Eden
魔法學園MA,Magician's Academy
回憶的餘燼,The Sense of an Ending
瑞斯丁娜，或喻美德的不幸,Justine
神的記事本,Heaven's Memo Pad
艰难时世,Hard Times
倫敦計畫,London Plan
紅色風暴,Red Storm Rising
洛城机密,L.A. Confidential
紫色姐妹花,The Color Purple
人的境况,The Human Condition
押沙龍，押沙龍！,"Absalom, Absalom!"
雪山飞狐,Fox Volant of the Snowy Mountain
法老 (小說),Pharaoh
玩轉列斯聯,The Damned Utd
英國名人錄,Who's Who
伊豆的舞孃,The Dancing Girl of Izu
维基数据,Wikidata
楢山節考,Q16689920
所羅門的偽證,Solomon's Perjury
LOOP (鈴木光司小説),Loop
第一滴血 (小說),First Blood
骑士团长杀人事件,Killing Commendatore
瑪蒂達 (小說),Matilda
星雲和星團總表,Catalogue of Nebulae and Clusters of Stars
芬妮希爾,Fanny Hill
蓋普眼中的世界,The World According to Garp
菜穗子,Q11619978
舞·舞·舞,Dance Dance Dance
阿南西之子,Anansi Boys
打工仔買房記,"Freeter, Ie wo Kau"
我們共同的未來,Our Common Future
白马啸西风,Swordswoman Riding West on White Horse
大棋盤,The Grand Chessboard
邪恶圣经,Wicked Bible
致命中國,Death by China
Q&A (小說),Q & A
第十二張牌,The Twelfth Card
白色爵士,White Jazz
窮理查的年鑑,Poor Richard's Almanack
格拉纳特百科词典,Granat Encyclopedic Dictionary
終極蜘蛛俠,Ultimate Spider-Man
第三帝國內幕,Inside the Third Reich
佩德羅·巴拉莫,Pedro Páramo
黑夜之后,After Dark
塵劫記,Jinkōki
項塔蘭,Shantaram
聖詩手冊,Erfurt Enchiridion
格雷的五十道陰影：束縛,Fifty Shades Darker
來路不明的火車,Le Train de Nulle Part
Le Livre de Poche,Le Livre de poche
占星四書,Tetrabiblos
卢比孔河：罗马共和国的衰亡,Rubicon: The Last Years of the Roman Republic
極速飛行,Maximum Ride
波特貝羅女巫,The Witch of Portobello
權力戰隊,The Authority
任何速度都不安全,Unsafe at Any Speed
無痛,Q20899062
青之炎,Ao no Honō
E编码,E number
福布斯旅行指南評級,Forbes Travel Guide
藉著雨點說愛你,Be with You
鴨川荷爾摩,Kamogawa Horumo
巴黎伦敦落魄记,Down and Out in Paris and London
日本大文典,Arte da Lingoa de Iapam
黄历,Tung Shing
真愛旅程 (小說),Revolutionary Road
夏倍上校,Colonel Chabert
欧也妮·葛朗台,Eugénie Grandet
就业、利息和货币通论,"The General Theory of Employment, Interest and Money"
格雷的五十道陰影：自由,Fifty Shades Freed
公主新娘,The Princess Bride
地质学原理,Principles of Geology
波斯少年,The Persian Boy
ザ・サード～蒼い瞳の少女～,The Third
四书五经,Four Books and Five Classics
諸神的戰車？未解之謎,Chariots of the Gods?
二维国内外,Flatterland
Joseph Z. and Agnes Fischer Dickson,Joseph Z. and Agnes Fischer Dickson
愚蠢的白人,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!
老师的谎言,Lies My Teacher Told Me
黑暗的左手,The Left Hand of Darkness
月亮宝石,The Moonstone
神的孩子全跳舞,After the quake
穆吉台巴聖訓集,Al-Sunan al-Sughra
西印度群島的草藥書,Libellus de Medicinalibus Indorum Herbis
終巡者,Last Watch
亚美尼亚苏维埃百科全书,Armenian Soviet Encyclopedia
1973年的弹子球,"Pinball, 1973"
白俄罗斯苏维埃百科全书,Byelorussian Soviet Encyclopedia
刺青 (小說),The Tattooer
米其林指南,Michelin Guide
令人不快的女人,Bitch
苏联大百科全书,Great Soviet Encyclopedia
联合国危险货物编号,UN number
卡麥蓉·雀絲 (漫畫),Chase
必需品專賣店,Needful Things
空中鞦韆,Kūchū Buranko
亚马逊漂流记,Eight Hundred Leagues on the Amazon
末世男女,Oryx and Crake
女王之刃叛亂,Queen's Blade Rebellion
百花繚亂 SAMURAI GIRLS,Hyakka Ryōran Samurai Girls
六月飄霜,Snow Falling on Cedars
巴纳比·拉奇,Barnaby Rudge
杜布罗夫斯基,Dubrovsky
創世論圖譜,The Atlas of Creation
神农本草经,Shennong Ben Cao Jing
马太圣经,Matthew Bible
哈扎尔辞典,Dictionary of the Khazars
直美與加奈子,Naomi to Kanako
動物哲學,Philosophie Zoologique
絕命之鄉,The Big Nowhere
海伯利安的陨落,The Fall of Hyperion
讚歌,Gitanjali
the magic finger,The Magic Finger
克雷亨格,The Clayhanger Family
波利先生的故事,The History of Mr Polly
坚不可摧,Unbroken
閃電俠 (漫畫),The Flash
間之楔,Ai no Kusabi
開膛手,From Hell
電車男,Densha Otoko
BabelNet,BabelNet
秘密,Naoko
二十一世纪资本论,Capital in the Twenty-First Century
动物庄园,Animal Farm
人性的，太人性的,"Human, All Too Human"
什麼是數學?,What Is Mathematics?
地鐵2034,Metro 2034
清史稿,Draft History of Qing
雪国,Snow Country
七日談,Heptaméron
严厉的月亮,The Moon Is a Harsh Mistress
教會教義學,Church Dogmatics
女巫,The Witches
婚礼的成员,The Member of the Wedding
黑塔I 最後的槍客,The Dark Tower: The Gunslinger
苏联格鲁吉亚百科全书,Georgian Soviet Encyclopedia
沉寂的星球,Out of the Silent Planet
哲学珠玑,Margarita Philosophica
春雪,Spring Snow
日本列島改造論,Q10311650
烈火寒冰,Fire and Ice
奪命捉迷藏,Q10942670
榎本武揚 (小說),Q11541836
家族八景,Kazoku Hakkei
南丁格爾的沉默,Nightingale's Silence
461個便當是生父與兒子男人之間的約定,"461-Ko no bentō wa, oyaji to musuko no otoko no yakusoku"
憑神,The Haunted Samurai
椿山課長之七日間,Tsubakiyamakachōnonanokakan
AllMovie,AllMovie
天皇的御廚,The Emperor's Cook
北極狂想曲,Kyokuhoku Rhapsody
美丽的磨坊女,Die schöne Müllerin
荒野新生,Into the Wild
地海故事集,Tales from Earthsea
全唐詩,Quan Tangshi
平克頓·布朗,Brighton Rock
藝術家辭典,Thieme-Becker
星際信使,Sidereus Nuncius
皇帝新脑,The Emperor's New Mind
道德情操論,The Theory of Moral Sentiments
亡國神盾艦,Q5360937
帝國傳承,Heir to the Empire
地海古墓,The Tombs of Atuan
道德與教條,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry
桃太郎武士,Momotarō-zamurai
鎢絲舅舅,Uncle Tungsten
戰爭與和平法,De jure belli ac pacis
武備志,Wubei Zhi
金閣寺,The Temple of the Golden Pavilion
野棕榈,If I Forget Thee
卡瓦利與克雷的神奇冒險,The Amazing Adventures of Kavalier & Clay
無神論宣言：一個反對基督教，猶太教，和伊斯蘭教的案例,"Atheist Manifesto: The Case Against Christianity, Judaism, and Islam"
莎維翠：一則傳說、一個象徵,Savitri: A Legend and a Symbol
沒有兇手的殺人夜,Q11571304
終戰的羅蕾萊,Q11606285
EMedicine,eMedicine
赫索格,Herzog
復仇女神 (小說),Nemesis
流動的饗宴,A Moveable Feast
地下世界,Underworld
歌本,Il Canzoniere
美麗與毀滅,The Beautiful and Damned
很久很久以前，在北方,Once Upon a Time in the North
火星來的人,The Man from Mars
金革,Jingo
拾遺和歌集,Shūi Wakashū
語言、真理與邏輯,"Language, Truth, and Logic"
法蘭妮與卓依,Franny and Zooey
權力菁英,The Power Elite
聽！骨頭在說話,Déjà Dead
黑塔VII：黑暗之塔,The Dark Tower VII: The Dark Tower
乔治诗集,Georgian Poetry
後撰和歌集,Gosen Wakashū
雪人 (小說),The Snowman
計算書,Liber Abaci
愛在時光倒流裡!!,Time Enough for Love
改變世界的6℃,Six Degrees: Our Future on a Hotter Planet
東方求聞史紀 〜 Perfect Memento in Strict Sense.,Q6579185
明天的喜多善男,Q11087771
S·業氏的犯罪,Q11429447
ヘルメス－愛は風の如く,Q11493388
徬徨之刃,Samayou Yaiba
穿普拉达的女王,The Devil Wears Prada
墨水心,Inkheart
彼得堡的大师,The Master of Petersburg
星刻龍騎士,Seikoku no Dragner
戰前酒,A Drink Before the War
地海孤雛,Tehanu
地獄來鴻,The Screwtape Letters
日常生活中的自我呈現,The Presentation of Self in Everyday Life
洞穴壁画之地,The Land of Painted Caves
萊拉的牛津,Lyra's Oxford
布里吉特·琼斯的日记,Bridget Jones's Diary
三口之家,And Tango Makes Three
演员的自我修养,An Actor Prepares
摩押是我的沐浴盆,Moab Is My Washpot
渥洛杜耶夫斯基先生,Fire in the Steppe
九個明天,Nine Tomorrows
魔界都市〈新宿〉,Demon City Shinjuku
知识考古学,The Archaeology of Knowledge
百老匯網路資料庫,Internet Broadway Database
麵包店再襲擊,The Second Bakery Attack
人骨拼图,The Bone Collector
死亡日记,The Virgin Suicides
铁器时代,Age of Iron
獵殺幽靈寫手 (小說),The Ghost
檸檬 (小說),Lemon
主教謀殺案,The Bishop Murder Case
自然界的藝術形態,Kunstformen der Natur
五日谈,Pentamerone
人的錯誤量度,The Mismeasure of Man
蟹行,Crabwalk
敕撰和歌集,Nijūichidaishū
挪威人物全書,Norsk biografisk leksikon
黑天鵝效應,The Black Swan
去吧，摩西,"Go Down, Moses"
愛因斯坦的夢,Einstein's Dreams
格林家謀殺案,The Greene Murder Case
老古玩店,The Old Curiosity Shop
MusicBrainz,MusicBrainz
奔流：一部传记,Flush: A Biography
玫瑰園圖,Rosary of the Philosophers
达尔文电波,Darwin's Radio
Find A Grave,Find a Grave
泰利耶-蘭斯手抄本,Codex Telleriano-Remensis
碎魔晶,The Crystal Shard
两个巴比伦,The Two Babylons
羅生克蘭和蓋登思鄧死了,Rosencrantz and Guildenstern Are Dead
奢侈戀愛會降臨到我身上嗎?,Koi nante zeitaku ga watashi ni ochite kuru nodarou ka?
邦斯舅舅,Le Cousin Pons
守護者,Watchmen
没有被征服的,The Unvanquished
疾病資料庫,Diseases Database
人類孟德爾遺傳學,Online Mendelian Inheritance in Man
混血營英雄,The House of Hades
一体化医学语言系统,Unified Medical Language System
Discogs,Discogs
夜間遠足,Q5365446
沙丘之女,The Woman in the Dunes
型男飛行日誌 (小說),Up in the Air
波西傑克森—終極天神,The Last Olympian
綠色資本主義,Natural Capitalism: Creating the Next Industrial Revolution
穿越時空地下鐵,Q11424080
SIMOUN,Simoun
禁色,Forbidden Colors
质量效应：启示,Mass Effect: Revelation
三口棺材,The Hollow Man
密會 (安部公房),Secret Rendezvous (novel)
雪人,The Snowman
破獄,Hagoku
熟女殺人事件,Out
媽媽的出嫁,"Here Comes the Bride, My Mom!"
DBpedia,DBpedia
模式识别,Pattern Recognition
死者代言人,Speaker for the Dead
納粹追兇,Apt Pupil
瀕死之眼,Q11316639
種族滅絕 (小説),Q11309280
人猿星球(小说),Planet of the Apes
假面的告白,Confessions of a Mask
女性的奥秘,The Feminine Mystique
老残游记,The Travels of Lao Can
黃金蛋,The Golden Egg
分析者,The Assayer
夏娃的女儿,Une fille d'Ève
伊本·巴圖塔遊記,Rihla
歌德谈话录,Gespräche mit Goethe
笑忘書,The Book of Laughter and Forgetting
罗摩功行录,Ramcharitmanas
质量效应：飞升,Mass Effect: Ascension
星球大戰資料庫,Star Wars Databank
名人,The Master of Go
羅布·羅伊 (小說),Rob Roy
等待幸福,Q11294607
惡靈系列,Ghost Hunt
兄弟手足,Brothers in Arms
字母書,Alphabet book
永乐大典,Yongle Encyclopedia
冊府元龜,Prime Tortoise of the Record Bureau
美丽线条,The Line of Beauty
墮落天使,Fallen
科隆911,Tod und Teufel
賢婦傳說,The Legend of Good Women
愛拉與穴熊族,The Clan of the Cave Bear
抬高房梁，木匠们；西摩：小传,"Raise High the Roof Beam, Carpenters and Seymour: An Introduction"
法蘭西大革命的反思,Reflections on the Revolution in France
英倫玫瑰,The English Roses
復樂園,Paradise Regained
凛冬的寒风,The Winds of Winter
一封到基督教國家的信,Letter to a Christian Nation
六祖坛经,Platform Sutra
完全自殺手冊,The Complete Manual of Suicide
真名实姓,True Names
教育漫话,Some Thoughts Concerning Education
青春誓言,Testament of Youth
壮族通史,General History of the Zhuang
GJ部,GJ-bu
R62號的發明,Q11240414
人間 (小說),Q11376198
美涅克塞努篇,Menexenus
時間迴旋,Spin
熊猫的拇指,The Panda's Thumb
快樂小天使,Pollyanna
嘉德橋市長,The Mayor of Casterbridge
GeoNames,GeoNames
數學譜系計畫,Mathematics Genealogy Project
菲尔米亚尼夫人,Q2723091
日巡者,Day Watch
WikiTree,WikiTree
麻辣公主,Ella Enchanted
迷霧驚魂 (小說),The Mist
显微图谱,Micrographia
超時空毀滅者,The High Crusade
法兰克人史,Historia Francorum
C++程式語言,The C++ Programming Language
60分鍾特別節目,Invasion of the Bane
天人五衰,The Decay of the Angel
海上教堂,Cathedral of the Sea
死亡陷阱,"""C"" Is for Corpse"
万魔殿,Pseudomonarchia Daemonum
三只瞎老鼠及其他,Three Blind Mice and Other Stories
世界地质公园,Global Geoparks Network
呼－吸－呼－吸,The Breathing Method
瑞士剧场词典,Theaterlexikon der Schweiz
打鬼戰士1：世界末日求生指南,The Zombie Survival Guide
丁道尔译本,Tyndale Bible
亞爾斯蘭戰記,The Heroic Legend of Arslan
白色城堡,The White Castle
繁花聖母,Our Lady of the Flowers
古代城邦,La Cité antique
你管别人怎么想？,What Do You Care What Other People Think?
安德的影子,Ender's Shadow
魂断日内瓦,Belle du Seigneur
葡萄园,Vineland
不朽,Immortality
毛毯與貓,Q11334660
隔壁的戰爭,Q11273286
日本歷史教科書問題,Japanese history textbook controversies
了不起的狐狸爸爸,Fantastic Mr Fox
UniProt,UniProt
國際鯊魚攻擊檔案,International Shark Attack File
喬治·魯茲,The Amityville Horror
黃色房間的秘密,The Mystery of the Yellow Room
記憶女神的女兒們,Mnemosyne
野蠻遊戲 (圖畫書),Jumanji
古今圖書集成,Gujin Tushu Jicheng
人性論,A Treatise of Human Nature
地海彼岸,The Farthest Shore
拉瑪真相,Rama Revealed
叫卖第49组,The Crying of Lot 49
四的法則,The Rule of Four
正子人,The Positronic Man
秋暮之巨龙,Dragons of Autumn Twilight
禁衛軍之樹,The Janissary Tree
心靈白板論,The Blank Slate
乳房,The Breast
家庭的和睦,La Paix du ménage
别闹了，费曼先生！,"Surely You're Joking, Mr. Feynman!"
精神病院 (社會學書籍),Asylums
皇覽,Huanglan
宿命 1969-2010 -ワンス・アポン・ア・タイム・イン・東京-,Q11351515
白色榮光FINAL 地獄犬的肖像,Q11301232
科学引文索引,Science Citation Index
保羅與維吉妮,Paul et Virginie
冰海沉船,A Night to Remember
贝姨,Cousin Bette
紅寶石迷霧,The Ruby in the Smoke
备急千金要方,Qianjin Yaofang
寻羊冒险记,A Wild Sheep Chase
天渊,A Deepness in the Sky
英语修订版圣经,Revised Version
慾望城市,Sex and the City
托斯卡纳艳阳下,Under the Tuscan Sun
拉瑪再現,Rama II
富爸爸·窮爸爸,Rich Dad Poor Dad
巴拉亞 (小說),Barrayar
帝都物語,Teito Monogatari
聖潔之罪,Sacred
克里斯蒂安·羅森克魯茲的化學婚禮,Chymical Wedding of Christian Rosenkreutz
戀愛中的女人,Women in Love
樹上的男爵,The Baron in the Trees
馬格里亞貝奇亞諾手抄本,Codex Magliabechiano
幻兽辞典,Book of Imaginary Beings
不存在的騎士,The Nonexistent Knight
史上最有影響力的百大叢書,The 100 Most Influential Books Ever Written
塵世樂園,This Side of Paradise
福克斯殉道者名录,Actes and Monuments
法蘭德斯棋盤,The Flanders Panel
邪惡圖書館系列,Alcatraz Versus the Evil Librarians
卑詩地理名稱資訊系統,BC Geographical Names
DrugBank,DrugBank
Ensembl,Ensembl
歐盟藥物警戒系統,EudraVigilance
Freebase,Freebase
迷霧之子：昇華之井,Mistborn: The Well of Ascension
紅兔子,Red Rabbit
1421：中国发现世界,1421: The Year China Discovered the World
古船,The Ancient Ship
男孩的故事,A Boy's Own Story
吸血鬼獵人林肯,"Abraham Lincoln, Vampire Hunter"
時髦的胡說：後現代知識分子對科學的糟蹋,Fashionable Nonsense
戰地琴人 (回憶錄),The Pianist
炎之蜃氣樓,Mirage of Blaze
絲之屋,The House of Silk
濒死的地球,The Dying Earth
珍妮姑娘,Jennie Gerhardt
Muv-Luv,Muv-Luv
九號夢,Number9dream
伪恋,Nisekoi
秋葉原@DEEP,Akihabara@Deep
完美嫌犯,One Shot
闇夜回聲（小說）,Echo Burning
热夜之梦,Fevre Dream
黑色星期天 (小說),Black Sunday
美國大城的死與生,The Death and Life of Great American Cities
西印度毀滅述略,A Short Account of the Destruction of the Indies
已知數 (書),Data
德博戰棋,Le Jeu de la Guerre
法蘭西內戰,The Civil War in France
撒馬爾罕,Samarkand
波伊庭格地圖,Tabula Peutingeriana
末日迷蹤,Left Behind
伊甸園 (2008年電影),The Garden of Eden
日本藝能名鑑,Nihon Tarento Meikan
约翰·克利斯朵夫,Jean-Christophe
且惜今朝,Seize the Day
帕尔代朗,Pardaillan
一九二二,1922
抵挡太平洋的堤坝,The Sea Wall
西漢會要,Q17065183
靈心城堡,El Castillo Interior
博兹札记,Sketches by Boz
犬类智商,The Intelligence of Dogs
国际标准圣经百科全书,International Standard Bible Encyclopedia
我的安東尼亞,My Ántonia
眼睛的故事,Story of the Eye
藝術的故事,The Story of Art
醜小孩,The Ugly Little Boy
Vita Sexualis,Vita Sexualis
古拉格57,The Secret Speech
無中生有的宇宙,A Universe from Nothing
熙朝新語,Q18864663
DSM-5模型,DSM-5
與狼共存,Misha: A Mémoire of the Holocaust Years
日本國志,Q11086316
名人錄,Vem är det
陪妳到最後,Q2587226
班傑明的奇幻旅程 (短篇故事),The Curious Case of Benjamin Button
69 sixty nine,69
华阳国志,Chronicles of Huayang
說謊者比利,Billy Liar
R-15,R-15
青春咖啡馆,Q3015466
未來的衝擊,Future Shock
狼廳,Wolf Hall
蜀檮杌,Q17066756
文學傳記字典,Dictionary of Literary Biography
網路推理小說資料庫,Internet Speculative Fiction Database
错把太太当帽子的人,The Man Who Mistook His Wife for a Hat
風聲鶴唳,A Leaf in the Storm
諸神之城：伊嵐翠,Elantris
三十六劇,The Thirty-Six Dramatic Situations
琥珀中的蜻蜓,Dragonfly in Amber
西藏生死書,The Tibetan Book of Living and Dying
Lexicon Universale,Lexicon Universale
且听风吟,Hear the Wind Sing
地下血道,Tunnels of Blood
無賴勇者的鬼畜美學,Aesthetica of a Rogue Hero
惶然錄,The Book of Disquiet
破除魔咒：作為一種自然現象的宗教,Breaking the Spell: Religion as a Natural Phenomenon
資本主義與自由,Capitalism and Freedom
Fate/Apocrypha,Fate/Apocrypha
大奧之櫻,Ōoku no Sakura
李娃傳,The Tale of Li Wa
娱乐至死,Amusing Ourselves to Death
屠異,Xenocide
第44個孩子,Child 44
英文写作指南,The Elements of Style
論文字學,Of Grammatology
和諧大宇宙,Harmonia Macrocosmica
廢除工作,The Abolition of Work
景德傳燈錄,Transmission of the Lamp
漫長的告別,The Long Goodbye
肯纳尔沃思堡,Kenilworth
德爾菲娜,Delphine
哈比人的歷史,The History of The Hobbit
戰龍無畏,His Majesty's Dragon
疯癫与文明,Madness and Civilization
織田信奈的野望,The Ambition of Oda Nobuna
致德意志基督教貴族公開書,To the Christian Nobility of the German Nation
意念之子,Children of the Mind
